"unique_id","insee","is_student","current_age","Activity_type","sex","household_type","JOB_42","highest_diploma","target"
534,"02691",TRUE,17,"type|2|2","Male","TYPEM3-2","csp_8_4","edu1-2",80.8268
536,"02720",FALSE,73,"type|2|1","Male","TYPEM4-4","csp_7_5","edu1-6",56.9389
537,"02722",FALSE,41,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-3",48.7269
538,"02722",FALSE,28,"type|1|1","Female","TYPEM4-3","csp_6_3","edu1-3",37.7979
539,"02722",FALSE,88,"type|2|1","Female","TYPEM1-2","csp_7_2","edu1",61.6916
541,"02722",FALSE,52,"type|1|1","Female","TYPEM4-3","csp_4_3","edu1-5",40.1911
543,"02722",FALSE,54,"type|2|5","Female","TYPEM1-2","csp_8_5","edu1-3",42.2417
544,"02724",FALSE,54,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-4",49.8378
545,"02730",FALSE,69,"type|2|1","Male","TYPEM1-1","csp_7_8","edu1-1",60.2966
549,"02769",FALSE,85,"type|2|1","Male","TYPEM4-4","csp_7_2","edu1-3",62.3086
553,"02805",FALSE,36,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-6",52.0046
554,"02805",FALSE,42,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-3",50.9126
556,"02810",FALSE,73,"type|2|1","Male","TYPEM4-4","csp_7_5","edu1-6",56.7508
558,"02810",TRUE,15,"type|2|2","Male","TYPEM4-1","csp_8_4","edu1-2",90.2309
565,"03003",FALSE,60,"type|2|1","Male","TYPEM1-1","csp_7_7","edu1-6",66.1942
566,"03003",FALSE,88,"type|2|1","Male","TYPEM1-1","csp_7_5","edu1-3",56.9136
567,"03005",FALSE,85,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-6",47.1831
571,"03019",FALSE,37,"type|2|4","Female","TYPEM4-2","csp_8_5","edu3",42.2485
572,"03020",FALSE,60,"type|1|1","Male","TYPEM4-2","csp_2_2","edu1-4",66.9342
573,"03021",FALSE,44,"type|2|5","Male","TYPEM4-4","csp_8_5","edu1-5",57.8364
576,"03023",FALSE,32,"type|1|1","Male","TYPEM1-1","csp_4_7","edu1-7",61.5473
577,"03023",FALSE,51,"type|1|1","Male","TYPEM4-1","csp_6_8","edu1-3",52.1487
579,"03023",FALSE,37,"type|1|1","Female","TYPEM4-1","csp_4_6","edu1-7",68.2464
580,"03023",FALSE,67,"type|2|1","Male","TYPEM1-1","csp_7_8","edu1-2",61.4514
581,"03025",FALSE,43,"type|1|1","Male","TYPEM4-1","csp_5_6","edu1-3",79.319
582,"03028",FALSE,62,"type|1|1","Male","TYPEM4-1","csp_6_2","edu1-3",64.632
585,"03036",FALSE,42,"type|1|1","Female","TYPEM4-1","csp_3_8","edu1-8",73.9699
587,"03041",FALSE,55,"type|1|1","Female","TYPEM4-1","csp_2_2","edu1-4",51.1533
592,"03049",FALSE,51,"type|1|1","Male","TYPEM4-1","csp_6_4","edu3",43.289
593,"03050",FALSE,31,"type|1|1","Male","TYPEM4-1","csp_4_2","edu1-5",64.0636
595,"03054",FALSE,44,"type|1|1","Male","TYPEM4-1","csp_6_2","edu1-2",74.5512
596,"03059",FALSE,52,"type|1|1","Male","TYPEM4-1","csp_4_7","edu1-6",64.1063
600,"03078",FALSE,45,"type|1|1","Male","TYPEM1-1","csp_6_2","edu1-6",59.618
602,"03082",FALSE,52,"type|1|1","Female","TYPEM4-1","csp_6_3","edu1-3",52.1317
605,"03086",FALSE,58,"type|1|1","Female","TYPEM4-3","csp_5_4","edu1-4",52.0346
606,"03089",FALSE,65,"type|2|1","Male","TYPEM4-4","csp_7_5","edu1-3",50.1207
607,"03092",FALSE,56,"type|1|1","Male","TYPEM4-1","csp_3_3","edu1-8",44.4082
608,"03093",FALSE,37,"type|1|1","Female","TYPEM4-1","csp_4_3","edu1-6",61.6751
609,"03093",FALSE,74,"type|2|1","Male","TYPEM4-4","csp_7_2","edu1-3",58.3922
610,"03094",FALSE,41,"type|1|1","Female","TYPEM4-1","csp_3_3","edu1-7",71.4533
611,"03094",FALSE,53,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-5",56.7557
613,"03095",FALSE,62,"type|2|1","Male","TYPEM4-3","csp_7_4","edu1-8",60.0727
615,"03095",FALSE,51,"type|1|1","Female","TYPEM4-1","csp_4_5","edu1-6",59.1965
616,"03095",TRUE,15,"type|2|2","Female","TYPEM4-2","csp_8_4","edu1-2",78.6033
618,"03095",FALSE,96,"type|2|1","Female","TYPEM4-4","csp_7_2","edu1-1",60.7627
619,"03095",FALSE,51,"type|1|1","Male","TYPEM4-1","csp_4_8","edu3",60.0165
622,"03098",FALSE,64,"type|2|1","Female","TYPEM1-2","csp_7_4","edu1-7",54.7876
624,"03101",FALSE,72,"type|2|1","Female","TYPEM4-4","csp_7_4","edu1-8",47.9932
628,"03102",TRUE,19,"type|2|2","Male","TYPEM4-4","csp_8_4","edu1-4",88.276
630,"03106",FALSE,72,"type|2|1","Female","TYPEM1-2","csp_7_5","edu1-3",46.9579
631,"03106",FALSE,50,"type|2|4","Female","TYPEM4-2","csp_8_5","edu1-3",53.611
633,"03107",FALSE,45,"type|1|1","Male","TYPEM1-1","csp_6_2","edu1-3",58.4181
635,"03109",FALSE,57,"type|1|1","Female","TYPEM4-1","csp_5_2","edu3",43.6943
636,"03109",FALSE,70,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-3",47.7107
637,"03110",FALSE,44,"type|1|1","Female","TYPEM1-2","csp_6_8","edu2",51.0591
639,"03117",FALSE,80,"type|2|1","Female","TYPEM1-2","csp_7_8","edu2",54.803
640,"03118",FALSE,35,"type|1|1","Female","TYPEM4-3","csp_3_4","edu1-8",61.1662
646,"03128",FALSE,51,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-3",53.3728
648,"03133",FALSE,18,"type|1|2","Male","TYPEM4-1","csp_8_1","edu1-2",65.2089
649,"03135",FALSE,85,"type|2|1","Female","TYPEM4-3","csp_7_7","edu1-5",46.4282
650,"03138",FALSE,58,"type|1|1","Female","TYPEM4-1","csp_3_4","edu1-7",72.3719
652,"03141",FALSE,53,"type|1|1","Male","TYPEM4-1","csp_6_7","edu3",54.3418
654,"03155",FALSE,36,"type|1|1","Male","TYPEM4-1","csp_6_2","edu1-2",45.2556
655,"03155",FALSE,22,"type|1|1","Male","TYPEM4-2","csp_6_7","edu1-7",52.3025
665,"03178",FALSE,29,"type|1|1","Female","TYPEM4-1","csp_5_5","edu1-2",40.8924
667,"03182",FALSE,31,"type|1|2","Female","TYPEM4-2","csp_5_4","edu1-3",51.394
668,"03185",FALSE,43,"type|2|5","Male","TYPEM4-4","csp_8_5","edu1-3",51.0198
674,"03185",TRUE,16,"type|2|2","Female","TYPEM4-1","csp_8_4","edu3",68.2872
676,"03185",FALSE,73,"type|2|1","Male","TYPEM4-4","csp_7_2","edu1-1",58.32
680,"03185",FALSE,37,"type|1|1","Female","TYPEM3-1","csp_4_3","edu1-7",56.554
681,"03185",FALSE,50,"type|1|1","Female","TYPEM4-1","csp_5_5","edu1-2",46.0208
688,"03185",FALSE,22,"type|1|1","Female","TYPEM4-1","csp_6_2","edu1-5",55.1448
690,"03185",FALSE,43,"type|1|1","Male","TYPEM4-2","csp_5_2","edu1-4",71.4972
695,"03185",FALSE,41,"type|1|1","Male","TYPEM4-1","csp_3_4","edu1-7",84.8584
696,"03186",FALSE,51,"type|2|5","Male","TYPEM4-4","csp_8_5","edu1-3",51.2425
699,"03190",FALSE,25,"type|1|1","Male","TYPEM2-0","csp_6_2","edu1-4",46.8951
702,"03190",FALSE,40,"type|1|1","Female","TYPEM3-2","csp_5_4","edu1-7",59.7392
705,"03190",TRUE,18,"type|2|2","Female","TYPEM4-1","csp_8_4","edu1-2",80.2714
706,"03190",FALSE,86,"type|2|1","Female","TYPEM1-2","csp_7_7","edu2",53.7164
707,"03190",FALSE,42,"type|1|1","Female","TYPEM1-2","csp_4_6","edu2",55.2856
708,"03195",FALSE,37,"type|1|1","Female","TYPEM4-1","csp_5_3","edu1-2",52.8049
709,"03195",FALSE,64,"type|2|1","Male","TYPEM4-4","csp_7_2","edu1-1",62.2388
710,"03196",FALSE,49,"type|1|1","Female","TYPEM4-1","csp_3_8","edu1-8",69.5231
713,"03200",FALSE,70,"type|2|1","Male","TYPEM4-4","csp_7_5","edu1-3",49.8177
716,"03205",FALSE,50,"type|1|1","Female","TYPEM4-1","csp_4_2","edu1-4",74.0946
717,"03212",FALSE,60,"type|2|1","Male","TYPEM4-3","csp_7_5","edu1-4",54.7533
718,"03212",FALSE,79,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",46.0824
722,"03232",FALSE,56,"type|1|1","Female","TYPEM1-2","csp_5_4","edu1-8",46.161
725,"03237",TRUE,20,"type|1|2","Male","TYPEM3-2","csp_5_3","edu1-7",52.4974
727,"03248",TRUE,18,"type|2|2","Female","TYPEM3-2","csp_8_4","edu1-2",75.6847
731,"03254",FALSE,43,"type|1|1","Male","TYPEM4-1","csp_6_2","edu3",50.401
732,"03254",FALSE,81,"type|2|1","Female","TYPEM1-2","csp_7_7","edu2",58.036
733,"03257",FALSE,46,"type|1|1","Male","TYPEM4-1","csp_4_8","edu1-6",76.7487
734,"03257",FALSE,28,"type|1|2","Male","TYPEM4-4","csp_5_4","edu1-7",65.8288
736,"03262",FALSE,48,"type|1|2","Male","TYPEM4-4","csp_4_8","edu1-4",79.2701
737,"03262",FALSE,41,"type|1|2","Female","TYPEM4-2","csp_5_4","edu1-6",53.8999
739,"03262",FALSE,85,"type|2|1","Female","TYPEM1-2","csp_7_2","edu1-2",58.1821
740,"03262",FALSE,76,"type|2|1","Male","TYPEM1-1","csp_7_7","edu3",48.3993
741,"03262",FALSE,46,"type|1|1","Female","TYPEM4-3","csp_4_6","edu1-7",45.4697
744,"03264",FALSE,43,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-4",50.0647
745,"03274",FALSE,47,"type|1|1","Male","TYPEM4-1","csp_6_4","edu1-5",58.925
747,"03279",FALSE,37,"type|1|1","Female","TYPEM4-1","csp_3_3","edu1-8",71.757
748,"03281",FALSE,88,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-1",57.8628
749,"03282",FALSE,30,"type|2|5","Female","TYPEM4-4","csp_8_5","edu1-6",54.249
750,"03286",FALSE,29,"type|1|1","Female","TYPEM1-2","csp_4_6","edu1-7",60.2283
753,"03290",FALSE,39,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-2",50.3687
754,"03292",FALSE,48,"type|1|1","Female","TYPEM4-1","csp_5_5","edu3",26.7993
756,"03297",TRUE,16,"type|2|2","Female","TYPEM4-2","csp_8_4","edu1-2",76.1722
757,"03297",FALSE,45,"type|1|1","Male","TYPEM4-1","csp_1_1","edu1-5",46.4259
758,"03297",FALSE,94,"type|2|1","Male","TYPEM1-1","csp_7_2","edu1-1",66.5732
761,"03298",FALSE,85,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-4",51.5573
763,"03301",FALSE,46,"type|1|1","Male","TYPEM4-1","csp_2_1","edu1-3",62.5835
764,"03301",FALSE,87,"type|2|1","Male","TYPEM4-4","csp_7_4","edu1-3",52.9632
765,"03304",TRUE,24,"type|1|1","Female","TYPEM1-2","csp_3_8","edu1-8",60.4182
767,"03305",FALSE,25,"type|1|1","Female","TYPEM4-4","csp_5_4","edu1-6",54.9013
769,"03309",FALSE,77,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",46.164
770,"03310",FALSE,60,"type|2|5","Female","TYPEM1-2","csp_8_6","edu1-1",47.7921
772,"03310",FALSE,44,"type|1|1","Female","TYPEM4-4","csp_6_7","edu1-3",30.2814
773,"03310",FALSE,27,"type|1|2","Male","TYPEM1-1","csp_5_5","edu1-4",60.0835
776,"03310",FALSE,41,"type|1|1","Male","TYPEM1-1","csp_2_2","edu1-7",69.2591
778,"03310",FALSE,89,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-2",48.5215
779,"03310",FALSE,38,"type|1|1","Male","TYPEM4-1","csp_2_1","edu1-2",57.619
784,"03310",FALSE,55,"type|1|1","Male","TYPEM4-1","csp_4_6","edu1-6",61.8608
785,"03310",FALSE,69,"type|2|1","Male","TYPEM4-4","csp_7_4","edu1-5",51.1927
788,"03310",FALSE,67,"type|2|1","Male","TYPEM4-4","csp_7_5","edu1-6",49.8956
789,"03310",FALSE,30,"type|1|1","Female","TYPEM4-1","csp_6_2","edu1-5",61.5743
791,"03310",FALSE,62,"type|1|1","Female","TYPEM4-3","csp_4_2","edu1-7",60.4742
792,"03310",TRUE,18,"type|2|2","Female","TYPEM3-2","csp_8_4","edu1-2",72.4821
794,"03310",FALSE,47,"type|1|1","Female","TYPEM4-1","csp_4_3","edu1-9",55.9801
795,"03310",TRUE,18,"type|2|2","Female","TYPEM4-1","csp_8_4","edu1-3",75.1436
796,"03313",FALSE,45,"type|1|1","Female","TYPEM4-1","csp_4_5","edu1-4",72.8551
797,"03315",FALSE,53,"type|1|1","Female","TYPEM4-1","csp_4_2","edu1-7",59.8477
798,"03315",FALSE,70,"type|2|1","Female","TYPEM1-2","csp_7_7","edu2",53.6102
799,"03316",FALSE,69,"type|2|1","Female","TYPEM1-2","csp_7_5","edu1-4",50.8261
800,"03321",TRUE,21,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-4",44.4354
802,"03321",FALSE,59,"type|2|1","Male","TYPEM1-1","csp_7_7","edu1-4",62.8541
803,"03321",FALSE,80,"type|2|1","Male","TYPEM4-4","csp_7_8","edu3",52.8061
805,"03321",FALSE,69,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-3",54.7524
807,"04004",FALSE,43,"type|1|1","Female","TYPEM3-2","csp_5_6","edu1-3",39.624
810,"04008",FALSE,54,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-3",59.821
813,"04026",FALSE,75,"type|2|1","Female","TYPEM2-0","csp_7_7","edu1-3",53.6
816,"04055",FALSE,71,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-3",50.4327
817,"04059",FALSE,77,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",45.4601
818,"04070",FALSE,52,"type|1|2","Female","TYPEM4-4","csp_5_4","edu1-5",57.0259
821,"04070",FALSE,53,"type|1|1","Male","TYPEM1-1","csp_5_3","edu1-1",53.6187
824,"04076",FALSE,91,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-7",58.8114
825,"04084",FALSE,27,"type|1|1","Male","TYPEM4-1","csp_6_7","edu1-5",69.8173
827,"04112",FALSE,56,"type|1|1","Male","TYPEM2-0","csp_6_7","edu1-3",64.3188
833,"04157",FALSE,59,"type|2|4","Female","TYPEM4-4","csp_8_5","edu1-2",55.894
834,"04163",FALSE,56,"type|2|5","Female","TYPEM4-4","csp_8_5","edu1-1",52.1938
837,"04172",FALSE,30,"type|1|1","Male","TYPEM2-0","csp_6_3","edu1-5",57.4192
839,"04178",FALSE,51,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-4",54.9549
841,"04197",FALSE,46,"type|1|1","Female","TYPEM4-1","csp_3_4","edu1-8",68.75
844,"04209",FALSE,74,"type|2|1","Female","TYPEM3-2","csp_7_2","edu2",60.9576
845,"04209",FALSE,32,"type|1|1","Male","TYPEM4-1","csp_4_5","edu1-6",82.3449
850,"04230",FALSE,61,"type|2|4","Female","TYPEM4-4","csp_8_5","edu2",59.4011
851,"04242",TRUE,15,"type|2|2","Male","TYPEM4-1","csp_8_4","edu1-2",89.4526
853,"04244",FALSE,82,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-1",49.6919
854,"04245",FALSE,68,"type|2|1","Male","TYPEM4-4","csp_7_2","edu1-3",60.6206
855,"04245",TRUE,20,"type|1|1","Male","TYPEM4-1","csp_6_8","edu1-3",61.2553
856,"04245",FALSE,32,"type|1|1","Female","TYPEM4-3","csp_2_1","edu1-1",40.123
858,"05010",FALSE,37,"type|2|5","Female","TYPEM1-2","csp_8_5","edu1-3",47.1536
859,"05017",TRUE,19,"type|1|1","Female","TYPEM4-1","csp_5_6","edu1-3",46.7436
860,"05023",FALSE,66,"type|1|1","Female","TYPEM1-2","csp_5_6","edu1-7",59.7584
861,"05023",FALSE,48,"type|1|1","Male","TYPEM4-2","csp_2_1","edu1-3",53.8427
863,"05023",FALSE,43,"type|1|1","Female","TYPEM1-2","csp_6_7","edu2",37.873
864,"05036",FALSE,100,"type|2|1","Female","TYPEM1-2","csp_7_5","edu1-1",47.3495
865,"05038",FALSE,45,"type|1|1","Male","TYPEM4-1","csp_4_6","edu1-6",60.1559
866,"05046",FALSE,81,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-1",54.0071
871,"05061",FALSE,27,"type|1|1","Male","TYPEM1-1","csp_6_2","edu1-3",51.6559
876,"05061",FALSE,69,"type|2|1","Male","TYPEM4-4","csp_7_7","edu1-2",51.6709
880,"05093",FALSE,28,"type|1|2","Male","TYPEM4-3","csp_6_8","edu1-3",51.1341
881,"05096",FALSE,71,"type|2|1","Female","TYPEM4-4","csp_7_8","edu1-2",47.0614
887,"05133",TRUE,25,"type|2|2","Female","TYPEM3-1","csp_8_4","edu1-4",85.9329
888,"05153",FALSE,84,"type|2|1","Male","TYPEM4-4","csp_7_8","edu2",62.2963
889,"05164",FALSE,59,"type|1|2","Female","TYPEM1-2","csp_5_2","edu1-3",47.6594
890,"06004",FALSE,77,"type|2|1","Male","TYPEM4-4","csp_7_4","edu1-3",48.565
892,"06004",FALSE,67,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-7",52.3609
893,"06004",FALSE,51,"type|1|1","Male","TYPEM4-2","csp_3_7","edu1-7",76.5099
896,"06004",FALSE,37,"type|1|1","Male","TYPEM4-1","csp_4_7","edu1-5",64.3537
898,"06004",FALSE,46,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-6",65.529
900,"06004",FALSE,48,"type|1|1","Male","TYPEM4-2","csp_3_8","edu1-6",67.8535
902,"06004",FALSE,51,"type|1|1","Female","TYPEM4-1","csp_5_6","edu1-6",72.4399
903,"06004",FALSE,65,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-5",58.6664
904,"06004",FALSE,45,"type|1|1","Female","TYPEM3-2","csp_4_8","edu1-6",66.7096
905,"06004",FALSE,32,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-5",48.3473
906,"06004",FALSE,52,"type|1|1","Male","TYPEM1-1","csp_6_2","edu1-3",51.0352
908,"06004",TRUE,23,"type|2|2","Male","TYPEM4-4","csp_8_4","edu1-4",87.8163
909,"06004",TRUE,21,"type|2|2","Male","TYPEM1-1","csp_8_4","edu1-6",89.2011
914,"06004",FALSE,71,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-4",48.0341
915,"06004",FALSE,43,"type|1|1","Male","TYPEM4-1","csp_6_8","edu2",71.8517
916,"06004",FALSE,62,"type|2|1","Male","TYPEM4-3","csp_7_7","edu1-3",48.1893
917,"06004",FALSE,88,"type|2|1","Female","TYPEM1-2","csp_7_8","edu2",54.4893
920,"06004",FALSE,33,"type|1|1","Male","TYPEM4-1","csp_3_1","edu1-8",77.2707
921,"06004",FALSE,82,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-4",51.8927
922,"06004",FALSE,21,"type|1|1","Female","TYPEM3-2","csp_5_5","edu1-3",27.4028
924,"06004",FALSE,72,"type|2|1","Male","TYPEM1-1","csp_7_7","edu1-2",62.2596
925,"06004",FALSE,35,"type|2|5","Female","TYPEM2-0","csp_8_5","edu2",55.6041
926,"06004",FALSE,57,"type|2|4","Female","TYPEM4-2","csp_8_5","edu1-1",52.8183
927,"06004",FALSE,34,"type|1|1","Male","TYPEM1-1","csp_3_8","edu1-8",69.3855
928,"06004",FALSE,56,"type|1|1","Male","TYPEM4-2","csp_5_5","edu1-4",44.2512
933,"06004",FALSE,81,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-2",51.8876
934,"06004",FALSE,51,"type|1|2","Female","TYPEM4-4","csp_5_6","edu1-3",54.7754
935,"06004",FALSE,39,"type|2|5","Female","TYPEM3-2","csp_8_5","edu2",48.4967
937,"06004",FALSE,31,"type|1|1","Female","TYPEM4-1","csp_4_3","edu1-3",60.1464
939,"06004",FALSE,41,"type|1|1","Female","TYPEM4-1","csp_2_2","edu1-4",51.9466
942,"06004",FALSE,25,"type|1|1","Female","TYPEM4-1","csp_4_3","edu1-7",91.0255
943,"06004",FALSE,62,"type|1|1","Male","TYPEM4-1","csp_4_5","edu1-6",75.6774
945,"06004",FALSE,45,"type|1|1","Male","TYPEM4-2","csp_3_8","edu1-4",53.6132
946,"06004",FALSE,75,"type|2|1","Female","TYPEM1-2","csp_7_5","edu1-4",51.4181
947,"06004",FALSE,50,"type|1|1","Female","TYPEM3-2","csp_5_2","edu1-2",54.6053
948,"06004",FALSE,68,"type|2|1","Male","TYPEM2-0","csp_7_1","edu1-1",65.5005
949,"06004",FALSE,36,"type|1|1","Male","TYPEM1-1","csp_6_9","edu1-4",56.2099
950,"06004",FALSE,27,"type|1|1","Female","TYPEM4-1","csp_4_3","edu1-8",60.0539
952,"06004",FALSE,60,"type|1|1","Male","TYPEM4-1","csp_5_2","edu1-3",55.7339
956,"06004",FALSE,37,"type|1|1","Female","TYPEM4-1","csp_4_3","edu1-7",84.5049
958,"06004",FALSE,88,"type|2|1","Female","TYPEM4-1","csp_7_2","edu1-5",64.8298
959,"06004",FALSE,49,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-4",52.6216
960,"06004",TRUE,17,"type|2|2","Female","TYPEM4-4","csp_8_4","edu1-2",73.0527
961,"06004",TRUE,15,"type|1|1","Male","TYPEM4-1","csp_6_8","edu3",67.6457
963,"06004",FALSE,49,"type|1|1","Male","TYPEM1-1","csp_6_3","edu1-3",60.8442
965,"06004",FALSE,69,"type|2|1","Female","TYPEM4-2","csp_7_4","edu1-1",39.9117
966,"06004",FALSE,36,"type|1|1","Female","TYPEM4-1","csp_5_5","edu1-3",37.5487
967,"06004",FALSE,70,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-7",52.8671
968,"06004",FALSE,24,"type|1|2","Male","TYPEM4-4","csp_6_8","edu1-3",59.1664
972,"06004",FALSE,48,"type|1|1","Male","TYPEM4-1","csp_3_8","edu1-7",71.2249
973,"06004",FALSE,86,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-3",54.1093
975,"06004",FALSE,31,"type|1|1","Female","TYPEM4-2","csp_4_6","edu1-6",57.1152
979,"06004",TRUE,15,"type|2|2","Male","TYPEM4-2","csp_8_4","edu1-2",81.5585
982,"06004",FALSE,67,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-1",49.3678
983,"06004",FALSE,34,"type|1|1","Female","TYPEM4-1","csp_4_3","edu1-8",76.7977
989,"06004",FALSE,32,"type|1|1","Male","TYPEM4-1","csp_5_5","edu1-3",39.9641
990,"06004",TRUE,18,"type|2|2","Male","TYPEM4-1","csp_8_4","edu1-5",94.7997
993,"06004",FALSE,64,"type|2|4","Female","TYPEM4-4","csp_8_6","edu1-2",52.9451
995,"06004",FALSE,57,"type|1|1","Male","TYPEM4-1","csp_2_2","edu1-3",57.8171
996,"06004",TRUE,20,"type|2|2","Female","TYPEM3-2","csp_8_4","edu1-4",80.8692
997,"06004",FALSE,28,"type|1|1","Female","TYPEM4-1","csp_4_6","edu1-5",50.7477
998,"06004",FALSE,69,"type|2|1","Male","TYPEM1-1","csp_7_4","edu1-3",56.028
999,"06004",FALSE,38,"type|1|1","Male","TYPEM1-1","csp_2_2","edu1-2",52.6016
1001,"06004",FALSE,55,"type|1|1","Male","TYPEM1-1","csp_4_2","edu1-7",61.1092
1006,"06004",FALSE,36,"type|1|1","Male","TYPEM4-1","csp_2_3","edu1-4",62.1679
1008,"06004",FALSE,26,"type|1|1","Male","TYPEM4-2","csp_5_5","edu1-3",39.5074
1013,"06004",FALSE,69,"type|2|1","Male","TYPEM1-1","csp_7_8","edu2",66.0448
1014,"06004",FALSE,48,"type|1|1","Female","TYPEM4-1","csp_3_4","edu1-8",54.1313
1015,"06004",TRUE,22,"type|1|1","Male","TYPEM4-1","csp_6_8","edu3",57.8963
1016,"06004",FALSE,53,"type|1|1","Female","TYPEM1-2","csp_4_3","edu1-7",66.448
1019,"06004",FALSE,55,"type|1|1","Male","TYPEM4-2","csp_3_8","edu1-7",74.6574
1020,"06006",FALSE,78,"type|2|1","Male","TYPEM4-4","csp_7_2","edu1-3",57.2717
1023,"06006",FALSE,71,"type|2|1","Female","TYPEM4-2","csp_7_5","edu1-1",35.4981
1024,"06006",FALSE,34,"type|1|1","Male","TYPEM4-3","csp_6_4","edu1-3",45.9613
1026,"06007",FALSE,57,"type|1|1","Female","TYPEM1-2","csp_4_6","edu1-6",42.8732
1028,"06007",FALSE,41,"type|1|1","Female","TYPEM4-1","csp_3_8","edu1-8",55.9097
1031,"06010",FALSE,90,"type|2|1","Female","TYPEM1-2","csp_7_5","edu1-4",51.2714
1032,"06010",FALSE,41,"type|1|1","Male","TYPEM3-1","csp_6_3","edu2",70.3536
1033,"06011",FALSE,55,"type|1|1","Female","TYPEM4-3","csp_2_2","edu1-1",41.0504
1034,"06011",FALSE,42,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-3",50.7865
1040,"06012",FALSE,56,"type|2|5","Female","TYPEM4-2","csp_8_5","edu1-3",42.8838
1042,"06012",FALSE,54,"type|1|1","Female","TYPEM1-2","csp_3_4","edu1-8",50.9513
1044,"06012",FALSE,41,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-2",47.2249
1045,"06012",FALSE,30,"type|1|1","Female","TYPEM2-0","csp_3_5","edu1-7",68.6729
1046,"06012",FALSE,78,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-1",50.9709
1048,"06012",FALSE,83,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-5",45.1831
1050,"06012",TRUE,20,"type|2|2","Male","TYPEM3-1","csp_8_4","edu1-7",89.9209
1053,"06012",FALSE,88,"type|2|1","Female","TYPEM4-1","csp_8_6","edu1-3",55.7269
1054,"06012",FALSE,29,"type|1|2","Female","TYPEM3-2","csp_5_5","edu1-5",43.004
1055,"06012",FALSE,31,"type|1|1","Male","TYPEM1-1","csp_5_4","edu3",38.2244
1056,"06012",FALSE,56,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-2",67.3345
1057,"06012",FALSE,53,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-6",51.1348
1058,"06012",FALSE,70,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",46.7145
1059,"06012",FALSE,43,"type|1|1","Male","TYPEM4-1","csp_3_3","edu1-7",77.6759
1060,"06012",FALSE,46,"type|1|1","Female","TYPEM4-3","csp_4_7","edu1-7",39.4999
1061,"06012",FALSE,25,"type|1|1","Female","TYPEM1-2","csp_4_3","edu1-6",63.2323
1067,"06018",FALSE,53,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-1",56.4882
1069,"06018",FALSE,81,"type|2|1","Female","TYPEM4-4","csp_7_7","edu2",53.4769
1071,"06018",FALSE,66,"type|2|1","Female","TYPEM1-2","csp_7_5","edu1-6",47.939
1072,"06018",FALSE,28,"type|1|1","Male","TYPEM4-1","csp_4_6","edu1-8",69.8372
1074,"06018",FALSE,44,"type|1|1","Male","TYPEM1-1","csp_6_7","edu1-4",57.3436
1075,"06018",FALSE,43,"type|1|1","Female","TYPEM3-2","csp_5_2","edu1-5",53.1671
1079,"06018",FALSE,48,"type|1|1","Male","TYPEM4-2","csp_6_2","edu3",45.1983
1082,"06018",FALSE,71,"type|2|1","Male","TYPEM4-4","csp_7_1","edu1-1",53.2866
